file_id,FIA-Edit_SD35|structure_distance,FIA-Edit_SD35|psnr_unedit_part,FIA-Edit_SD35|lpips_unedit_part,FIA-Edit_SD35|mse_unedit_part,FIA-Edit_SD35|ssim_unedit_part,FIA-Edit_SD35|clip_similarity_source_image,FIA-Edit_SD35|clip_similarity_target_image,FIA-Edit_SD35|clip_similarity_target_image_edit_part
000000000109,0.0038771953,20.498430252075195,0.07480353862047195,0.008915728889405727,0.675473690032959,22.521310806274414,21.568241119384766,16.082149505615234
000000000110,0.023181591,22.81381607055664,0.08431611955165863,0.005231404211372137,0.8936178684234619,24.186594009399414,28.463834762573242,24.03104019165039
000000000111,0.034723353,32.76363754272461,0.011885104700922966,0.0005292199202813208,0.9863901138305664,17.433988571166992,25.35810089111328,24.991849899291992
000000000112,0.0095385965,21.647518157958984,0.09333253651857376,0.0068430243991315365,0.8099356889724731,29.235271453857422,29.284250259399414,24.154972076416016
000000000113,0.0073594083,25.279661178588867,0.041932206600904465,0.002965061692520976,0.8430196046829224,20.348953247070312,27.91472625732422,28.205156326293945
000000000114,0.006956526,nan,nan,nan,nan,17.94314956665039,15.418773651123047,15.418773651123047
000000000115,0.0126846535,29.532800674438477,0.06363417953252792,0.0011135759996250272,0.9581104516983032,17.367700576782227,22.807525634765625,25.489351272583008
000000000116,0.009373494,22.600414276123047,0.05696031078696251,0.005494882818311453,0.9046079516410828,24.713090896606445,22.264299392700195,19.820167541503906
000000000117,0.0031427066,34.355735778808594,0.03795250132679939,0.00036679752520285547,0.9640485644340515,24.092321395874023,19.231853485107422,18.315696716308594
000000000118,0.0037356913,30.500818252563477,0.007875213399529457,0.0008910827455110848,0.9844061732292175,26.232635498046875,25.823318481445312,25.246000289916992
000000000119,0.010903286,28.915298461914062,0.044811807572841644,0.0012837194371968508,0.9309840202331543,21.969804763793945,29.058349609375,27.086395263671875
000000000120,0.0032606372,32.25659942626953,0.018063172698020935,0.0005947572062723339,0.9752017855644226,16.702198028564453,21.085186004638672,25.238441467285156
000000000121,0.0061409255,nan,nan,nan,nan,30.26805877685547,32.349769592285156,32.349769592285156
000000000122,0.0019191529,27.72616958618164,0.042525455355644226,0.0016880411421880126,0.9316248297691345,22.844358444213867,18.320735931396484,16.44149398803711
000000000123,0.028024761,32.419227600097656,0.01680886372923851,0.0005728975520469248,0.9820140600204468,21.143356323242188,21.44633674621582,22.2830810546875
000000000124,0.002931364,28.73581314086914,0.043513376265764236,0.0013378841103985906,0.8869127035140991,28.974193572998047,24.39581871032715,20.430665969848633
000000000125,0.012682433,37.18858337402344,0.023548392578959465,0.00019104755483567715,0.9278716444969177,21.73176383972168,14.868441581726074,17.49203109741211
000000000126,0.011173938,nan,nan,nan,nan,22.666948318481445,28.36273956298828,28.36273956298828
000000000127,0.007569209,25.72446632385254,0.05195600911974907,0.0026764136273413897,0.8807563781738281,24.67631721496582,21.035972595214844,17.000085830688477
000000000128,0.007119137,nan,nan,nan,nan,35.18238067626953,34.10606002807617,34.10606002807617
000000000129,0.004611555,29.594608306884766,0.0451384000480175,0.0010978401405736804,0.9078037738800049,24.191192626953125,25.654918670654297,25.85550308227539
000000000130,0.0044926726,25.449644088745117,0.04732780531048775,0.0028512515127658844,0.9197995662689209,28.796192169189453,29.228809356689453,21.643051147460938
000000000131,0.010277182,23.63618278503418,0.06563329696655273,0.004328940063714981,0.8650263547897339,26.28990936279297,26.72188949584961,27.98548698425293
000000000132,0.0077907676,28.41853904724121,0.043903693556785583,0.0014392827870324254,0.9218413829803467,29.18158721923828,29.704973220825195,20.591875076293945
000000000133,0.01997032,21.054443359375,0.06875105202198029,0.00784432515501976,0.8602721691131592,19.98050880432129,17.973840713500977,14.490534782409668
000000000134,0.006102186,37.15427017211914,0.010712682269513607,0.00019256293307989836,0.9861316680908203,20.23556137084961,26.224475860595703,22.99543571472168
000000000135,0.012440297,25.718849182128906,0.06813616305589676,0.002679877681657672,0.910826563835144,21.080080032348633,22.723800659179688,25.675344467163086
000000000136,0.002493707,29.304882049560547,0.029973335564136505,0.0011735770385712385,0.9579410552978516,25.919065475463867,19.22562026977539,21.486177444458008
000000000137,0.010409273,nan,nan,nan,nan,30.506649017333984,28.69148826599121,28.69148826599121
000000000138,0.011398632,22.829059600830078,0.0938345268368721,0.0052130743861198425,0.8224748969078064,21.545896530151367,26.897132873535156,26.174768447875977
000000000139,0.008681242,18.71072769165039,0.10648473352193832,0.01345634926110506,0.7786142230033875,23.43511962890625,20.480064392089844,14.606181144714355
111000000000,0.024452098,23.112138748168945,0.0637928694486618,0.004884115885943174,0.8331464529037476,21.635921478271484,20.12590217590332,22.185895919799805
111000000001,0.023976011,30.879377365112305,0.01578185148537159,0.0008166993502527475,0.9699132442474365,26.10997772216797,32.06163787841797,25.85614013671875
111000000002,0.029178219,30.825626373291016,0.03942498564720154,0.0008268700330518186,0.9644325971603394,17.350950241088867,25.638120651245117,26.444971084594727
111000000003,0.023146715,30.105716705322266,0.04260046407580376,0.0009759513777680695,0.926028847694397,13.13288688659668,22.767772674560547,23.735408782958984
111000000004,0.009484097,22.82393455505371,0.049260638654232025,0.0052192299626767635,0.8506650924682617,25.239748001098633,26.871849060058594,13.03719425201416
111000000005,0.008938434,25.12745475769043,0.0696282759308815,0.003070821287110448,0.8561038970947266,20.885290145874023,29.297452926635742,21.713214874267578
111000000006,0.006208532,29.13548469543457,0.01715749502182007,0.0012202573707327247,0.9592754244804382,20.951631546020508,26.52957534790039,20.183143615722656
111000000007,0.013436394,29.154560089111328,0.0455932691693306,0.001214909367263317,0.948102593421936,20.05221176147461,28.867780685424805,25.678808212280273
111000000008,0.01401662,40.00799560546875,0.0028243684209883213,9.981604671338573e-05,0.9788987040519714,18.937185287475586,24.89982032775879,28.28482437133789
111000000009,0.022471698,23.608449935913086,0.05613931268453598,0.0043566725216805935,0.8802687525749207,17.659101486206055,24.247556686401367,22.73788070678711
